"longitude","latitude","elevation","logElev","Xelevation","XlogElev","lcc_x","lcc_y"
-85.375,31.375,95.9,5.2776043249505,95.9,4.66249525260736,-98.4326340333573,-24.295035591833
-85.125,31.375,72.7,5.15155598515263,72.7,4.41521960202965,-98.1960709204047,-24.2678660579539
-84.875,31.375,61.7,5.08574276658306,61.7,4.27249074760558,-97.9595834452856,-24.2400458478032
-84.625,31.375,63.2,5.09497644253001,63.2,4.29319542096727,-97.7231733977076,-24.2115751719206
-84.375,31.375,52.4,5.02650864325255,52.4,4.13356527537538,-97.4868425667923,-24.1824542457686
-84.125,31.375,55.9,5.04921477606373,55.9,4.18813844150846,-97.2505927410619,-24.1526832897309
-83.875,31.375,104.4,5.32007885832955,104.4,4.7397010789457,-97.0144257084255,-24.1222625291103
-83.625,31.375,92.4,5.25957653823161,92.4,4.62888671260541,-96.7783432561655,-24.0911921941273
-83.375,31.375,86.1,5.2262841636482,86.1,4.56538931597625,-96.5423471709244,-24.0594725199183
-83.125,31.375,76.8,5.17501915020354,76.8,4.4636066216663,-96.3064392386911,-24.0271037465338
-82.875,31.375,56.5,5.05305600998021,56.5,4.19720194766181,-96.0706212447871,-23.9940861189366
-82.625,31.375,53.5,5.03370056702725,53.5,4.15103990589865,-95.8348949738536,-23.960419887
-82.375,31.375,43.1,4.9635436865624,43.1,3.97217692824789,-95.5992622098374,-23.9261053055058
-82.125,31.375,30.9,4.87443367291585,30.9,3.71113006304876,-95.3637247359777,-23.8911426341426
-81.875,31.375,21,4.79579054559674,21,3.43398720448515,-95.1282843347927,-23.8555321375033
-81.625,31.375,4.4,4.64822967544854,4.4,2.66722820658195,-94.8929427880659,-23.8192740850838
-81.375,31.375,0.6,4.61115225766564,0.6,2.36085400111802,-94.6577018768325,-23.7823687512805
-111.875,31.625,800,6.80239476332431,800,6.69703424766648,-123.520749190553,-23.195153377482
-111.625,31.625,1209.8,7.17762973278395,1209.8,7.10644218986236,-123.287116893613,-23.2370047692792
-111.375,31.625,1182,7.15617663748062,1182,7.0833878476253,-123.053370348614,-23.2782132862339
-111.125,31.625,1119.1,7.1058681605711,1119.1,7.02917613418648,-122.819511324519,-23.318778616485
-110.875,31.625,1486.8,7.36947468864018,1486.8,7.31108477495988,-122.585541591146,-23.3587004530394
-110.625,31.625,1545.5,7.40579956838339,1545.5,7.34955231633769,-122.351462919147,-23.3979784937735
-110.375,31.625,1356.5,7.28379157639949,1356.5,7.22000800536812,-122.117277080001,-23.4366124414361
-110.125,31.625,1276.2,7.22708135676838,1276.2,7.15944741370076,-121.882985845996,-23.4746020036502
-109.875,31.625,1362.1,7.28762903742339,1362.1,7.22409769192713,-121.64859099022,-23.5119468929156
-109.625,31.625,1291.7,7.23828130042581,1291.7,7.17142638147241,-121.414094286543,-23.548646826611
-109.375,31.625,1706.3,7.49903583313851,1706.3,7.44792608994259,-121.179497509607,-23.5847015269957
-109.125,31.625,1374.3,7.29593857985577,1374.3,7.23294987569369,-120.94480243481,-23.6201107212122
-108.875,31.625,1541.7,7.40348756930047,1541.7,7.34710638308944,-120.710010838297,-23.6548741412884
-108.625,31.625,1596.1,7.43608677687779,1596.1,7.38156415906885,-120.47512449694,-23.688991524139
-108.375,31.625,1738.8,7.51686846393207,1738.8,7.46668511742227,-120.24014518833,-23.7224626115678
-106.125,31.625,1218.5,7.18425000579334,1218.5,7.11354919196123,-118.121441524456,-23.9945789246666
-105.875,31.625,1325.1,7.26199726567917,1325.1,7.19676147439605,-117.885630458904,-24.0215739340516
-105.625,31.625,1476.8,7.36315275583851,1476.8,7.3043814384231,-117.649746023065,-24.0479201310729
-105.375,31.625,1290,7.23705902612474,1290,7.17011954344963,-117.413790002082,-24.0736173163457
-105.125,31.625,1267.6,7.22081265776515,1267.6,7.1527385969008,-117.177764181643,-24.098665295397
-104.875,31.625,1109.5,7.09796233005008,1109.5,7.02063743603881,-116.94167034796,-24.1230638786668
-104.625,31.625,1493.3,7.37356261609646,1493.3,7.31541797063379,-116.705510287762,-24.1468128815096
-104.375,31.625,1178.5,7.15344279473124,1178.5,7.08044728680025,-116.469285788279,-24.1699121241961
-104.125,31.625,1015,7.01660968389422,1015,6.93244789157251,-116.232998637229,-24.1923614319139
-103.875,31.625,943.6,6.95043155326257,943.6,6.86024429631109,-115.996650622802,-24.2141606347697
-103.625,31.625,832.1,6.83744010506711,832.1,6.73589877203595,-115.760243533651,-24.2353095677897
-103.375,31.625,875.3,6.88274511597797,875.3,6.785926570617,-115.523779158875,-24.2558080709214
-103.125,31.625,814.6,6.81848681122395,814.6,6.7148984202728,-115.287259288008,-24.2756559890348
-102.875,31.625,813.6,6.81739283890175,813.6,6.71368497515363,-115.050685711001,-24.2948531719233
-102.625,31.625,862.1,6.86911839536722,862.1,6.77090409623294,-114.814060218214,-24.313399474305
-102.375,31.625,855.8,6.86254868614406,855.8,6.76365393500788,-114.577384600399,-24.3312947558238
-102.125,31.625,873,6.880384082186,873,6.78332520060396,-114.340660648688,-24.3485388810505
-101.875,31.625,838.8,6.84460246397687,838.8,6.74382358729977,-114.103890154577,-24.3651317194837
-101.625,31.625,815.7,6.81968880011369,815.7,6.71623151142338,-113.867074909917,-24.3810731455509
-101.375,31.625,816.9,6.82099841505585,816.9,6.71768376872812,-113.630216706894,-24.3963630386093
-101.125,31.625,786,6.78671695060508,786,6.67959918584438,-113.393317338024,-24.411001282947
-100.875,31.625,732,6.72383244082121,732,6.60934924316738,-113.156378596129,-24.4249877677836
-100.625,31.625,652.5,6.62340099662303,652.5,6.49602055786038,-112.919402274333,-24.4383223872711
-100.375,31.625,637.2,6.60285922579567,637.2,6.47265536574428,-112.682390166044,-24.4510050404947
-100.125,31.625,541.2,6.4633414207354,541.2,6.31209771969945,-112.445344064938,-24.4630356314738
-99.875,31.625,508.9,6.41165405061453,508.9,6.25171118637369,-112.208265764952,-24.4744140691623
-99.625,31.625,505.6,6.40621970212324,505.6,6.24533127106503,-111.971157060264,-24.4851402674496
-99.375,31.625,470.2,6.34598717647857,470.2,6.17420268378715,-111.734019745282,-24.4952141451613
-99.125,31.625,462.4,6.33221334049646,462.4,6.15782608432321,-111.496855614634,-24.5046356260594
-98.875,31.625,390.4,6.195221384622,390.4,5.99246404744107,-111.259666463146,-24.5134046388434
-98.625,31.625,488.3,6.37723702187041,488.3,6.21120230528736,-111.022454085837,-24.5215211171506
-98.375,31.625,496.4,6.39091158289058,496.4,6.22732687082997,-110.7852202779,-24.5289849995563
-98.125,31.625,376.4,6.16625783748114,376.4,5.95687310233836,-110.547966834692,-24.5357962295749
-97.875,31.625,292.1,5.97151690929829,292.1,5.71075808839263,-110.310695551716,-24.5419547556598
-97.625,31.625,301.8,5.99595445238083,301.8,5.74236195662368,-110.073408224611,-24.5474605312041
-97.375,31.625,190.6,5.67194775113618,190.6,5.30131287552784,-109.83610664914,-24.5523135145408
-97.125,31.625,120.8,5.39725731440294,120.8,4.8736694390231,-109.598792621169,-24.5565136689431
-96.875,31.625,163.9,5.57557024350928,163.9,5.15848042136024,-109.361467936662,-24.5600609626247
-96.625,31.625,174.4,5.61458689585173,174.4,5.21710731112249,-109.124134391663,-24.5629553687402
-96.375,31.625,150.8,5.52465580875877,150.8,5.08016135674487,-108.886793782282,-24.5651968653851
-96.125,31.625,132.4,5.44846002497776,132.4,4.95863999897788,-108.649447904683,-24.566785435596
-95.875,31.625,109.4,5.34424629843644,109.4,4.7824792009585,-108.412098555069,-24.5677210673509
-95.625,31.625,106.4,5.32981603360741,106.4,4.75703253529734,-108.174747529672,-24.5680037535688
-95.375,31.625,136.2,5.46467890376326,136.2,4.98497554731568,-107.937396624733,-24.5676334921107
-95.125,31.625,138.8,5.47562638151845,138.8,5.00260312239899,-107.700047636496,-24.5666102857784
-94.875,31.625,100.4,5.30031536921071,100.4,4.704110133843,-107.462702361186,-24.5649341423156
-94.625,31.625,98.9,5.29280218585993,98.9,4.69043002993891,-107.225362595004,-24.562605074407
-94.375,31.625,73.7,5.15732967324706,73.7,4.42723897749543,-106.988030134107,-24.5596230996788
-94.125,31.625,132.8,5.45017971585728,132.8,4.96144504990548,-106.750706774598,-24.5559882406981
-93.875,31.625,80.2,5.19406734517424,80.2,4.50202942706858,-106.513394312509,-24.5517005249732
-93.625,31.625,56.5,5.05305600998021,56.5,4.19720194766181,-106.276094543793,-24.5467599849529
-93.375,31.625,82.3,5.20565368168462,82.3,4.52504414150881,-106.038809264303,-24.5411666580267
-93.125,31.625,52.5,5.02716459604747,52.5,4.13516655674236,-105.801540269785,-24.534920586524
-92.875,31.625,39.5,4.93806460126142,39.5,3.90197266957464,-105.564289355861,-24.5280218177144
-92.625,31.625,29.2,4.8613615913485,29.2,3.66867674679642,-105.327058318017,-24.520470403807
-92.375,31.625,14.1,4.73707525686803,14.1,3.18221184049661,-105.089848951587,-24.5122664019498
-92.125,31.625,46.5,4.98702542845712,46.5,4.0342406381524,-104.852663051742,-24.5034098742298
-91.875,31.625,17.8,4.76898827121749,17.8,3.32503602069659,-104.615502413475,-24.4939008876719
-91.625,31.625,16.2,4.75531284441781,16.2,3.26575941076705,-104.378368831587,-24.4837395142391
-91.375,31.625,75,5.16478597392351,75,4.44265125649032,-104.141264100678,-24.4729258308314
-91.125,31.625,68.3,5.12574810119676,68.3,4.36054760299676,-103.904190015124,-24.4614599192853
-90.875,31.625,132.1,5.44716831328039,132.1,4.95653103510305,-103.667148369074,-24.4493418663734
-90.625,31.625,140.2,5.48147190964588,140.2,5.01196773933003,-103.430140956428,-24.4365717638036
-90.375,31.625,137.8,5.47142998425668,137.8,4.9958600085141,-103.193169570829,-24.4231497082186
-90.125,31.625,64.5,5.10291057020543,64.5,4.31079912538551,-102.956236005647,-24.4090758011946
-89.875,31.625,136.5,5.46594820793199,136.5,4.98702542845712,-102.719342053966,-24.3943501492413
-89.625,31.625,101.7,5.30678144496017,101.7,4.71581670607516,-102.482489508569,-24.3789728638005
-89.375,31.625,88.1,5.23697373630699,88.1,4.58598736657132,-102.245680161926,-24.3629440612457
-89.125,31.625,72.4,5.14981735822959,72.4,4.41158543691543,-102.008915806182,-24.3462638628808
-88.875,31.625,70.2,5.13697421613927,70.2,4.38452351487247,-101.772198233138,-24.3289323949394
-88.625,31.625,43,4.96284463025991,43,3.97029191355212,-101.535529234244,-24.310949788584
-88.375,31.625,78,5.18178355029209,78,4.47733681447821,-101.298910600582,-24.2923161799046
-88.125,31.625,30.7,4.87290462063018,30.7,3.70622809244855,-101.062344122851,-24.273031709918
-87.875,31.625,72.5,5.15039723647141,72.5,4.41279829334063,-100.825831591357,-24.2530965245668
-87.625,31.625,56.7,5.05433314936197,56.7,4.20020495292158,-100.589374795997,-24.2325107747179
-87.375,31.625,21.6,4.80073696953207,21.6,3.45315712059287,-100.352975526247,-24.2112746161616
-87.125,31.625,131.3,5.44371556923739,131.3,4.95088528969048,-100.116635571146,-24.1893882096106
-86.875,31.625,80.5,5.19573077777294,80.5,4.50534985070588,-99.8803567192866,-24.1668517206985
-86.625,31.625,91.8,5.25645316244934,91.8,4.62301010411642,-99.6441407587964,-24.1436653199785
-86.375,31.625,107.2,5.33368451038533,107.2,4.76388187714291,-99.4079894773285,-24.1198291829224
-86.125,31.625,96.4,5.28015339592037,96.4,4.66720557690754,-99.1719046620464,-24.0953434899192
-85.875,31.625,126.6,5.42318634859391,126.6,4.91705694713669,-98.9358880996102,-24.0702084262736
-85.625,31.625,125.7,5.41920668382349,125.7,4.91044656684082,-98.6999415761638,-24.0444241822044
-85.375,31.625,115.6,5.37342483903484,115.6,4.8331022540341,-98.4640668773209,-24.0179909528437
-85.125,31.625,82.2,5.20510498482586,82.2,4.52396013056255,-98.2282657881517,-23.9909089382347
-84.875,31.625,120.8,5.39725731440294,120.8,4.8736694390231,-97.9925400931692,-23.9631783433309
-84.625,31.625,87,5.23110861685459,87,4.57471097850338,-97.7568915763161,-23.9347993779939
-84.375,31.625,72.8,5.15213485636996,72.8,4.41642806139121,-97.5213220209508,-23.9057722569921
-84.125,31.625,69.9,5.13521002867789,69.9,4.38077585277223,-97.2858332098342,-23.8760971999992
-83.875,31.625,90,5.24702407216049,90,4.60517018598809,-97.050426925116,-23.8457744315922
-83.625,31.625,102.3,5.3097517441737,102.3,4.7211738617444,-96.8151049483217,-23.8148041812501
-83.375,31.625,109.5,5.34472373936219,109.5,4.78331637137157,-96.5798690603383,-23.7831866833519
-83.125,31.625,96.6,5.28117120771307,96.6,4.66908351173174,-96.3447210414017,-23.7509221771747
-82.875,31.625,76.1,5.17105201550216,76.1,4.45550941143368,-96.1096626710826,-23.7180109068924
-82.625,31.625,69.1,5.13049025590453,69.1,4.37071287477361,-95.8746957282733,-23.6844531215734
-82.375,31.625,45,4.97673374242057,45,4.00733318523247,-95.6398219911742,-23.6502490751787
-82.125,31.625,46.4,4.98634260152721,46.4,4.03246915850401,-95.4050432372803,-23.6153990265602
-81.875,31.625,18.9,4.77828280369674,18.9,3.36384159511839,-95.1703612433679,-23.5799032394589
-81.625,31.625,17.4,4.765586907394,17.4,3.31054301339402,-94.9357777854808,-23.5437619825023
-81.375,31.625,4.8,4.65205377188694,4.8,2.69462718077007,-94.7012946389173,-23.506975529203
-112.625,31.875,528.2,6.44285858710455,528.2,6.28823023829281,-124.16916702128,-22.791926759279
-112.375,31.875,527.4,6.44158429575658,527.4,6.28674269618139,-123.936641536892,-22.8355634577456
-112.125,31.875,586.1,6.53102338969684,586.1,6.39040843822588,-123.703996888924,-22.8785603194272
-111.875,31.875,790,6.79122146272619,790,6.68461172766793,-123.471234838,-22.9209170189289
-111.625,31.875,1202,7.17165682276851,1202,7.10002716662926,-123.238357145635,-22.9626332357006
-111.375,31.875,934.8,6.94196345031187,934.8,6.85097326488315,-123.005365574218,-23.0037086540391
-111.125,31.875,1209.5,7.17740066394777,1209.5,7.10619621765597,-122.772261887001,-23.0441429630908
-110.875,31.875,981.1,6.98573432029873,981.1,6.89881543741266,-122.539047848082,-23.0839358568539
-110.625,31.875,1476.3,7.3628356076325,1476.3,7.30404508915485,-122.305725222396,-23.1230870341808
-110.375,31.875,1557.5,7.41306572206002,1557.5,7.35723727250708,-122.0722957757,-23.1615961987802
-110.125,31.875,1317.8,7.25686165342092,1317.8,7.19127871628506,-121.838761274559,-23.1994630592197
-109.875,31.875,1430,7.33302301438648,1430,7.27239839257005,-121.605123486332,-23.2366873289276
-109.625,31.875,1340,7.27239839257005,1340,7.20785987143248,-121.37138417916,-23.2732687261953
-109.375,31.875,1812,7.55590509361135,1812,7.5076900778199,-121.137545121955,-23.3092069741793
-109.125,31.875,1605,7.44132038971762,1605,7.38709023565676,-120.90360808438,-23.3445018009035
-108.875,31.875,1508.2,7.38287082011405,1508.2,7.32528070158267,-120.669574836841,-23.3791529392611
-108.625,31.875,1348,7.27793857294566,1348,7.21376830811864,-120.435447150473,-23.4131601270165
-108.375,31.875,1366.8,7.29083843619717,1366.8,7.22751724489733,-120.201226797126,-23.4465231068077
-108.125,31.875,1436.7,7.33739253906129,1436.7,7.27704037963554,-119.966915549348,-23.4792416261478
-107.875,31.875,1305.7,7.24829067833772,1305.7,7.18212412237179,-119.732515180379,-23.5113154374271
-107.625,31.875,1238.9,7.19960366030333,1238.9,7.13001844286904,-119.49802746413,-23.5427442979151
-107.375,31.875,1220.2,7.18553851925467,1220.2,7.11493203677427,-119.263454175177,-23.573527969762
-107.125,31.875,1319.2,7.25784861155531,1319.2,7.19233253648044,-119.028797088739,-23.6036662200009
-106.875,31.875,1264.5,7.21854334014839,1264.5,7.15030922381617,-118.794057980673,-23.6331588205493
-106.625,31.875,1145.7,7.12745289989205,1145.7,7.0524614999814,-118.559238627454,-23.662005548211
-106.375,31.875,1200,7.17011954344963,1200,7.09837563859079,-118.324340806166,-23.6902061846773
-106.125,31.875,1287.7,7.23540297937696,1287.7,7.16834874574318,-118.089366294486,-23.7177605165296
-105.875,31.875,1630.8,7.45633900835073,1630.8,7.40293920675817,-117.854316870672,-23.74466833524
-105.625,31.875,1423.9,7.32902811729581,1423.9,7.26815328372099,-117.619194313549,-23.7709294371736
-105.375,31.875,1314.5,7.25453139074162,1314.5,7.18879030871212,-117.384000402494,-23.7965436235896
-105.125,31.875,1104.1,7.09348767889817,1104.1,7.01580218306527,-117.148736917426,-23.821510700643
-104.875,31.875,1628.1,7.45477781805995,1628.1,7.40129231261059,-116.91340563879,-23.8458304793862
-104.625,31.875,1296.7,7.24186759031173,1296.7,7.1752601539951,-116.678008347542,-23.8695027757701
-104.375,31.875,1069.9,7.06467355405356,1069.9,6.98462372323871,-116.44254682514,-23.8925274106458
-104.125,31.875,1017.4,7.01875983702505,1017.4,6.93478661803317,-116.207022853528,-23.9149042097656
-103.875,31.875,845,6.85118492749374,845,6.75110146893676,-115.971438215121,-23.9366330037848
-103.625,31.875,908.9,6.91661590741433,908.9,6.82317730250684,-115.735794692794,-23.9577136282626
-103.375,31.875,906.7,6.91443293373538,906.7,6.82078026496773,-115.500094069868,-23.9781459236635
-103.125,31.875,873.7,6.88110324798471,873.7,6.78411763852396,-115.264338130096,-23.9979297353584
-102.875,31.875,924,6.93147180559945,924,6.83947643822884,-115.028528657649,-24.0170649136258
-102.625,31.875,972.4,6.9776544063618,972.4,6.88999855739288,-114.792667437104,-24.0355513136532
-102.375,31.875,888.3,6.89598629538214,888.3,6.80050408823516,-114.556756253429,-24.0533887955379
-102.125,31.875,840.3,6.84619897328303,840.3,6.74558922839175,-114.320796891971,-24.0705772242879
-101.875,31.875,794.8,6.79660022961597,794.8,6.69059379934547,-114.084791138439,-24.0871164698234
-101.625,31.875,829.6,6.83475438609765,829.6,6.73292558794648,-113.848740778897,-24.1030064069774
-101.375,31.875,785.9,6.78660407741799,785.9,6.6794735498118,-113.612647599743,-24.118246915497
-101.125,31.875,764.6,6.76226697223353,764.6,6.65234676708065,-113.376513387701,-24.1328378800438
-100.875,31.875,751.1,6.74652963048292,751.1,6.63476475527335,-113.140339929806,-24.1467791901953
-100.625,31.875,632.2,6.59605370068614,632.2,6.46489978165541,-112.904129013388,-24.1600707404453
-100.375,31.875,557.8,6.48890093375496,557.8,6.34176924403887,-112.667882426063,-24.1727124302051
-100.125,31.875,571.5,6.50951401596329,571.5,6.36561097195872,-112.431601955714,-24.184704163804
-99.875,31.875,534,6.45204895443723,534,6.29894924685594,-112.195289390483,-24.19604585049
-99.625,31.875,613.4,6.57004227292479,613.4,6.43518836733324,-111.958946518754,-24.2067374044306
-99.375,31.875,503.6,6.40291172689369,503.6,6.24144475237575,-111.722575129139,-24.2167787447136
-99.125,31.875,451.1,6.31191628088919,451.1,6.13361493921266,-111.486177010469,-24.2261697953472
-98.875,31.875,487.9,6.37655686540821,487.9,6.21039925364814,-111.249753951774,-24.2349104852613
-98.625,31.875,461.6,6.3307898527116,461.6,6.15613116866322,-111.013307742274,-24.2430007483073
-98.375,31.875,335.1,6.07557588972663,335.1,5.84383423010396,-110.776840171365,-24.2504405232592
-98.125,31.875,377.5,6.16856415992078,377.5,5.9597158487934,-110.540353028604,-24.2572297538137
-97.875,31.875,374.4,6.16205084768352,374.4,5.95168367709614,-110.303848103695,-24.2633683885907
-97.625,31.875,217.8,5.76142225410262,217.8,5.42846805101308,-110.067327186479,-24.2688563811339
-97.375,31.875,159.1,5.55721408756806,159.1,5.13049025590453,-109.830792066916,-24.2736936899107
-97.125,31.875,172.8,5.60873892596931,172.8,5.20839265902005,-109.594244535074,-24.277880278313
-96.875,31.875,161.4,5.56605180119012,161.4,5.14400000616368,-109.357686381115,-24.2814161146573
-96.625,31.875,134.8,5.45873408795394,134.8,4.97535347995162,-109.121119395283,-24.2843011721848
-96.375,31.875,120.5,5.3958976948869,120.5,4.87137322676275,-108.884545367885,-24.2865354290617
-96.125,31.875,102.3,5.3097517441737,102.3,4.7211738617444,-108.647966089285,-24.2881188683795
-95.875,31.875,75.1,5.16535723929181,75.1,4.44382703557933,-108.411383349885,-24.2890514781548
-95.625,31.875,146.8,5.50857829203123,146.8,5.05497110791631,-108.174798940114,-24.2893332513299
-95.375,31.875,122.7,5.40582557426332,122.7,4.88809094133816,-107.938214650413,-24.2889641857722
-95.125,31.875,95.6,5.27607175760072,95.6,4.65965837127216,-107.701632271221,-24.2879442842749
-94.875,31.875,80.5,5.19573077777294,80.5,4.50534985070588,-107.465053592966,-24.2862735545564
-94.625,31.875,155,5.54126354515843,155,5.10594547390058,-107.228480406044,-24.2839520092606
-94.375,31.875,105.2,5.32398511329661,105.2,4.74666974826179,-106.991914500812,-24.2809796659567
-94.125,31.875,80.5,5.19573077777294,80.5,4.50534985070588,-106.755357667571,-24.2773565471389
-93.875,31.875,53.7,5.03500265054455,53.7,4.15418456257812,-106.518811696554,-24.2730826802266
-93.625,31.875,92.5,5.26009615372784,92.5,4.62986279857846,-106.28227837791,-24.2681580975639
-93.375,31.875,66.9,5.11739483066779,66.9,4.3425058765116,-106.045759501695,-24.2625828364194
-93.125,31.875,34.5,4.90156419904189,34.5,3.79548918917219,-105.809256857853,-24.2563569389859
-92.875,31.875,37.2,4.92143971529178,37.2,3.85439389259151,-105.572772236208,-24.2494804523804
-92.625,31.875,36.3,4.91485833870249,36.3,3.83514196109219,-105.336307426444,-24.2419534286431
-92.375,31.875,43.9,4.96911861389332,43.9,3.98713047791495,-105.099864218098,-24.2337759247377
-92.125,31.875,52.2,5.02519544542759,52.2,4.13035499974513,-104.863444400543,-24.2249480025504
-91.875,31.875,13.3,4.73003916803396,13.3,3.14845336057165,-104.627049762974,-24.2154697288899
-91.625,31.875,18.1,4.77153172320332,18.1,3.3357695763397,-104.390682094397,-24.2053411754867
-91.375,31.875,19.2,4.78080275463125,19.2,3.37416870927424,-104.154343183611,-24.1945624189922
-91.125,31.875,62.3,5.08944647452055,62.3,4.28082412916472,-103.918034819201,-24.1831335409788
-90.875,31.875,52.4,5.02650864325255,52.4,4.13356527537538,-103.681758789518,-24.1710546279388
-90.625,31.875,68.5,5.12693574979242,68.5,4.36309862478836,-103.44551688267,-24.1583257712838
-90.375,31.875,129.2,5.43459498484058,129.2,4.93591174790032,-103.209310886506,-24.1449470673444
-90.125,31.875,70.2,5.13697421613927,70.2,4.38452351487247,-102.973142588603,-24.1309186173688
-89.875,31.875,150.2,5.52226059803281,150.2,5.07642303463426,-102.737013776254,-24.1162405275226
-89.625,31.875,147.3,5.51060217452737,147.3,5.05815481006423,-102.500926236452,-24.1009129088877
-89.375,31.875,133.5,5.45318207710895,133.5,4.96633503519968,-102.264881755877,-24.0849358774617
-89.125,31.875,95.8,5.27709373009641,95.8,4.6615505194242,-102.028882120885,-24.0683095541567
-88.875,31.875,152.6,5.53180720991639,152.6,5.09129319711371,-101.792929117492,-24.0510340647986
-88.625,31.875,90.2,5.24807615011129,90.2,4.60716818865076,-101.55702453136,-24.0331095401262
-88.375,31.875,79.8,5.19184512203752,79.8,4.49758497530815,-101.321170147785,-24.0145361157901
-88.125,31.875,19.4,4.7824792009585,19.4,3.38099467434464,-101.085367751685,-23.9953139323515
-87.875,31.875,128.4,5.43109847778186,128.4,4.93014804318357,-100.849619127581,-23.9754431352816
-87.625,31.875,72.9,5.15271339268924,72.9,4.41763506214125,-100.61392605959,-23.9549238749601
-87.375,31.875,31.7,4.88052660874924,31.7,3.73050112880476,-100.378290331409,-23.9337563066741
-87.125,31.875,105.2,5.32398511329661,105.2,4.74666974826179,-100.142713726297,-23.9119405906172
-86.875,31.875,88.8,5.2406882537114,88.8,4.59309760475382,-99.9071980270702,-23.889476891888
-86.625,31.875,132.7,5.44975007030825,132.7,4.96074452448279,-99.6717450160813,-23.8663653804889
-86.375,31.875,107.5,5.33513133967075,107.5,4.76643833358421,-99.4363564752091,-23.842606231325
-86.125,31.875,178,5.62762111369064,178,5.23644196282995,-99.2010341858447,-23.8181996242025
-85.875,31.875,132,5.44673737166631,132,4.95582705760126,-98.9657799288777,-23.7931457438275
-85.625,31.875,124,5.41164605185504,124,4.89783979995091,-98.7305954846829,-23.7674447798048
-85.375,31.875,152.6,5.53180720991639,152.6,5.09129319711371,-98.4954826331066,-23.7410969266359
-85.125,31.875,57.9,5.0619619212616,57.9,4.21803603456465,-98.2604431534536,-23.7141023837181
-84.875,31.875,79.4,5.1896179496247,79.4,4.49312068217947,-98.025478824473,-23.6864613553428
-84.625,31.875,135.2,5.46043621602447,135.2,4.9781121023907,-97.7905914243456,-23.6581740506937
-84.375,31.875,95.2,5.27402467397899,95.2,4.65586330030361,-97.5557827306698,-23.6292406838457
-84.125,31.875,92.3,5.25905665259473,92.3,4.62790967295758,-97.3210545204482,-23.5996614737629
-83.875,31.875,87,5.23110861685459,87,4.57471097850338,-97.0864085700747,-23.569436644297
-83.625,31.875,110.3,5.34853508270865,110.3,4.78998862298063,-96.8518466553204,-23.5385664241857
-83.375,31.875,85.5,5.22305488204749,85.5,4.55912624748668,-96.6173705513205,-23.507051047051
-83.125,31.875,62.6,5.09129319711371,62.6,4.28496492183075,-96.3829820325607,-23.4748907513974
-82.875,31.875,70.5,5.13873529672357,70.5,4.38825718442452,-96.1486828728641,-23.4420857806098
-82.625,31.875,72.7,5.15155598515263,72.7,4.41521960202965,-95.9144748453773,-23.4086363829523
-82.375,31.875,66.9,5.11739483066779,66.9,4.3425058765116,-95.6803597225573,-23.3745428115656
-82.125,31.875,18.2,4.772378104972,18.2,3.33932197794407,-95.446339276158,-23.3398053244657
-81.875,31.875,47.6,4.99450591216637,47.6,4.05352256770185,-95.2124152772169,-23.3044241845415
-81.625,31.875,21.6,4.80073696953207,21.6,3.45315712059287,-94.9785894960415,-23.2683996595531
-81.375,31.875,1.2,4.61709875685337,1.2,2.41591377830105,-94.7448637021961,-23.2317320221294
-81.125,31.875,0.6,4.61115225766564,0.6,2.36085400111802,-94.511239664488,-23.1944215497667
-113.375,32.125,230.2,5.79969853148603,230.2,5.48147190964588,-124.81200541394,-22.3839430216841
-113.125,32.125,319.1,6.03810955493103,319.1,5.79636165594929,-124.580599849929,-22.4293496959292
-112.875,32.125,455.6,6.32004861088019,455.6,6.14332689641723,-124.349070248943,-22.4741196075641
-112.625,32.125,682.5,6.66249392241431,682.5,6.54030823806149,-124.117418363167,-22.5182524177758
-112.375,32.125,578,6.5191472879404,578,6.37672694789863,-123.885645945713,-22.5617477925727
-112.125,32.125,782,6.78219205600679,782,6.67456139181443,-123.653754750608,-22.6046054027873
-111.875,32.125,852.5,6.85909010700086,852.5,6.75983514890551,-123.421746532773,-22.6468249240784
-111.625,32.125,764.3,6.76191993075859,764.3,6.65195939539268,-123.189623048019,-22.6884060369342
-111.375,32.125,817.2,6.82132555098375,817.2,6.71804650375416,-122.957386053026,-22.7293484266738
-111.125,32.125,763,6.76041469108343,763,6.65027904858742,-122.725037305335,-22.7696517834505
-110.875,32.125,830.6,6.83582953941055,830.6,6.73411592257102,-122.492578563333,-22.8093158022535
-110.625,32.125,971,6.97634807044775,971,6.88857245956536,-122.260011586238,-22.8483401829104
-110.375,32.125,1288,7.23561914106675,1288,7.16857989726403,-122.027338134088,-22.8867246300897
-110.125,32.125,1471.3,7.35965858119609,1471.3,7.30067535958801,-121.794559967726,-22.9244688533026
-109.875,32.125,1260.8,7.21582804108165,1260.8,7.14740190239536,-121.561678848788,-22.9615725669056
-109.625,32.125,1427.3,7.3312567495764,1427.3,7.27052163255719,-121.328696539689,-22.9980354901024
-109.375,32.125,1551.8,7.40962088137662,1551.8,7.35359428122857,-121.095614803612,-23.0338573469463
-109.125,32.125,1193.1,7.16479771530181,1193.1,7.09265683803948,-120.862435404487,-23.0690378663418
-108.875,32.125,1285.2,7.23359981252827,1285.2,7.16642040236343,-120.629160106989,-23.1035767820472
-108.625,32.125,1390.1,7.30659851078141,1390.1,7.24429894162388,-120.395790676516,-23.1374738326763
